   59 pins in data base file.
puck,pin,mode,raster_v,raster_h,raster_hgrids,raster_vgrids,raster_vbeam,raster_hbeam,att_rater,exp_raster,mount_time,center_time,raster_time,nds,meas_time,log_comment
   CPS1273,12,multi,844-1-245 1.00000,509.8, 401.2,    33,    40,  15.0,  10.0, 15.69,0.010, 0.75,  0.38,  2.10,     2,  4.55,  Normal termination,
   CPS1273,13,multi,844-1-245514.5, 401.2,    34,    40,  15.0,  10.0, 15.69,0.010, 1.07,  0.37,  2.12,     0,  4.28,No crystals found in a raster scan.,
   CPS1273,14,multi,844-1-245516.8, 401.2,    34,    40,  15.0,  10.0, 15.69,0.010, 1.55,  0.37,  2.10,     0,  4.75,No crystals found in a raster scan.,
   CPS1273,15,multi,844-1-245601.8, 401.2,    40,    40,  15.0,  10.0, 15.69,0.010, 0.82,  0.38,  2.27,     0,  4.27,No crystals found in a raster scan.,
   CPS1273,16,multi,844-1-245613.6, 401.2,    40,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.38,  2.30,     0,  4.27,No crystals found in a raster scan.,
   CPS2035,01,helical,GC-apo 1.00000,755.2, 401.2,    50,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.55,  2.75,     1,  7.02,  Normal termination,
   CPS2035,02,helical,GC-mg 1.00000,450.8, 401.2,    30,    40,  15.0,  10.0, 15.69,0.010, 0.83,  0.38,  1.93,     1,  6.52,  Normal termination,
   CPS2035,03,helical,GC-amb-1514.5, 401.2,    34,    40,  15.0,  10.0, 15.69,0.010, 0.85,  0.35,  2.10,     0,  6.02,X-ray centering failed.,
   CPS2035,04,helical,GC-amb-2 1.00000,446.0, 401.2,    29,    40,  15.0,  10.0, 15.69,0.010, 0.85,  0.37,  1.88,     1,  6.15,  Normal termination,
   CPS2035,05,helical,GC-024-01-1 1.00000,415.4, 401.2,    27,    40,  15.0,  10.0, 15.69,0.010, 0.85,  0.35,  1.78,     1,  5.98,  Normal termination,
   CPS2035,06,helical,GC-024-01-2 1.00000,597.1, 601.8,    39,    60,  15.0,  10.0, 15.69,0.010, 0.87,  0.37,  2.27,     1,  6.85,  Normal termination,
   CPS2035,07,helical,GC-024-01-mg1 1.00000,618.3, 601.8,    41,    60,  15.0,  10.0, 15.69,0.010, 0.85,  0.38,  2.37,     1,  6.72,  Normal termination,
   CPS2035,08,helical,GC-024-01-mg2 1.00000,627.8, 401.2,    41,    40,  15.0,  10.0, 15.69,0.010, 0.83,  0.45,  2.37,     1,  6.75,  Normal termination,
   CPS2035,09,helical,GC-bp-1675.0, 800.0,    44,    80,  15.0,  10.0, 15.69,0.010, 1.53,  0.35,  2.75,     0,  7.32,X-ray centering failed.,
   CPS2035,10,helical,GC-bp-2 1.00000,620.7, 401.2,    41,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.37,  2.37,     1,  6.88,  Normal termination,
   CPS2035,11,helical,GC-024-01-mg3 1.00000,807.1, 800.0,    53,    80,  15.0,  10.0, 15.69,0.010, 0.90,  0.40,  3.08,     1,  7.10,  Normal termination,
   CPS2035,12,helical,GC-apo2 1.00000,403.6, 401.2,    26,    40,  15.0,  10.0, 15.69,0.010, 0.88,  0.38,  1.80,     1,  6.02,  Normal termination,
   CPS2036,01,helical,GC-bp-3 1.00000,420.1, 401.2,    28,    40,  15.0,  10.0, 15.69,0.010, 0.90,  0.38,  1.82,     1,  6.10,  Normal termination,
   CPS2036,02,helical,GC-bp-4 1.00000,405.9, 401.2,    27,    40,  15.0,  10.0, 15.69,0.010, 0.85,  0.35,  1.82,     1,  6.03,  Normal termination,
   CPS2036,03,helical,GC-024-01-mg4 1.00000,410.6, 401.2,    27,    40,  15.0,  10.0, 15.69,0.010, 0.85,  0.37,  1.83,     1,  6.03,  Normal termination,
   CPS2036,04,helical,GC-bp-5 1.00000,410.6, 401.2,    27,    40,  15.0,  10.0, 15.69,0.010, 0.85,  0.37,  1.82,     1,  5.93,  Normal termination,
   CPS2034,01,helical,N1_057592.4, 200.6,    39,    20,  15.0,  10.0, 15.69,0.010, 1.18,  0.43,  2.08,     0,  4.25,No crystals found in a raster scan.,
   CPS2034,02,helical,N1_057 1.00000,240.7, 200.6,    16,    20,  15.0,  10.0, 15.69,0.010, 0.87,  0.35,  1.23,     1,  5.40,  Normal termination,
   CPS2034,03,helical,N1_057 1.00000,243.1, 302.1,    16,    30,  15.0,  10.0, 15.69,0.010, 1.55,  0.35,  1.27,     1,  6.05,  Normal termination,
   CPS2034,04,helical,N1_057 1.00000,217.1, 302.1,    14,    30,  15.0,  10.0, 15.69,0.010, 0.87,  0.37,  1.20,     1,  5.33,  Normal termination,
   CPS2034,05,helical,N1_168 1.00000,436.6, 401.2,    29,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.38,  1.88,     1,  6.17,  Normal termination,
   CPS2034,06,helical,N1_168 1.00000,368.2, 302.1,    24,    30,  15.0,  10.0, 15.69,0.010, 0.85,  0.38,  1.53,     1,  5.70,  Normal termination,
   CPS2034,07,helical,N1_168 1.00000,405.9, 401.2,    27,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.38,  1.78,     1,  5.98,  Normal termination,
   CPS2034,08,helical,N1_168 1.00000,422.4, 401.2,    28,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.37,  1.85,     1,  6.25,  Normal termination,
   CPS1274,01,multi,844-1-245 1.00000,672.6, 401.2,    44,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.37,  2.47,     4,  5.18,  Normal termination,
   CPS1274,02,multi,844-1-245 1.00000,526.3, 401.2,    35,    40,  15.0,  10.0, 15.69,0.010, 0.72,  0.38,  2.17,     4,  4.72,  Normal termination,
   CPS1274,03,multi,844-1-245 1.00000,682.0, 401.2,    45,    40,  15.0,  10.0, 15.69,0.010, 0.72,  0.40,  2.57,     2,  4.98,  Normal termination,
   CPS1274,04,multi,844-1-245 1.00000,653.7, 401.2,    43,    40,  15.0,  10.0, 15.69,0.010, 0.77,  0.40,  2.50,     2,  4.97,  Normal termination,
   CPS1274,05,multi,844-1-245 1.00000,575.8, 401.2,    38,    40,  15.0,  10.0, 15.69,0.010, 0.73,  0.38,  2.28,     9,  5.32,  Normal termination,
   CPS1274,06,multi,844-1-245 1.00000,585.3, 401.2,    39,    40,  15.0,  10.0, 15.69,0.010, 1.42,  0.37,  2.33,    10,  6.10,  Normal termination,
   CPS1274,07,multi,844-1-245 1.00000,592.4, 401.2,    39,    40,  15.0,  10.0, 15.69,0.010, 0.72,  0.38,  2.33,     9,  5.38,  Normal termination,
   CPS1274,08,multi,844-1-245 1.00000,509.8, 401.2,    33,    40,  15.0,  10.0, 15.69,0.010, 0.73,  0.37,  2.10,     3,  4.53,  Normal termination,
   CPS1274,09,multi,844-1-245 1.00000,578.2, 401.2,    38,    40,  15.0,  10.0, 15.69,0.010, 0.72,  0.37,  2.27,    13,  5.67,  Normal termination,
   CPS1274,10,multi,844-1-245 1.00000,578.2, 401.2,    38,    40,  15.0,  10.0, 15.69,0.010, 0.75,  0.37,  2.25,     6,  4.98,  Normal termination,
   CPS1274,11,multi,844-1-245 1.00000,790.6, 401.2,    52,    40,  15.0,  10.0, 15.69,0.010, 0.75,  0.38,  2.85,     3,  5.37,  Normal termination,
   CPS1274,12,multi,844-1-245 1.00000,545.2, 401.2,    36,    40,  15.0,  10.0, 15.69,0.010, 0.75,  0.37,  2.23,    14,  5.70,  Normal termination,
   CPS1274,13,multi,844-1-245564.0, 401.2,    37,    40,  15.0,  10.0, 15.69,0.010, 4.87,  0.38,  2.23,     0,  8.20,No crystals found in a raster scan.,
   CPS1274,14,multi,844-1-245 1.00000,474.4, 401.2,    31,    40,  15.0,  10.0, 15.69,0.010, 0.87,  0.40,  1.98,     4,  4.72,  Normal termination,
   CPS1274,15,multi,844-1-245 1.00000,559.3, 401.2,    37,    40,  15.0,  10.0, 15.69,0.010, 0.73,  0.38,  2.20,     2,  4.60,  Normal termination,
   CPS1274,16,multi,844-1-245 1.00000,540.4, 401.2,    36,    40,  15.0,  10.0, 15.69,0.010, 0.72,  0.37,  2.18,     9,  5.22,  Normal termination,
   CPS1276,01,helical,Sponge14-1 1.00000,158.1, 200.6,    10,    20,  15.0,  10.0, 15.69,0.010, 1.00,  0.42,  1.03,     1,  6.35,  Normal termination,
   CPS1276,02,helical,Sponge14-2 1.00000,136.9, 200.6,     9,    20,  15.0,  10.0, 15.69,0.010, 0.85,  0.37,  1.02,     1,  6.18,  Normal termination,
   CPS1276,03,helical,SpongeP 1.00000,160.5, 200.6,    10,    20,  15.0,  10.0, 15.69,0.010, 0.93,  0.37,  1.07,     1,  6.47,  Normal termination,
